AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,Important,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
Yes,5,0,,08/06/2008,100,3725,unknown,2016-01-17T12:49:42.543,2013-12-28T06:19:48.327,Jeff Atwood,2780033,551,1,9,c#,How to create a tree-view preferences dialog type of interface in C#?,10,,
No,5,0,,08/06/2008,100,3798,unknown,2013-12-27T09:23:53.427,2011-09-21T00:03:45.813,Dan,436641,547,1,11,mysql,Full complete MySQL database replication? Ideas? What do people do?,10,,
Yes,5,0,,08/06/2008,100,3839,unknown,2015-03-15T19:47:56.820,2013-06-25T20:03:51.847,Yaakov,426671,547,1,9,mysql,How do I Concatenate entire result sets in MySQL?,10,,
Yes,15,0,,08/06/2008,100,3881,unknown,2015-11-03T21:39:35.567,2014-01-17T12:18:34.950,Jeff Atwood,3156863,122,1,316,java,IllegalArgumentException or NullPointerException for a null parameter?,50,,
Yes,5,0,,08/06/2008,100,3903,unknown,2016-02-07T17:39:31.450,2016-02-07T17:39:31.450,Mark Harrison,2921691,560,1,9,c#,Is this a good way to determine OS Architecture?,10,,
Yes,15,0,2012-07-09T20:18:14.860,08/06/2008,1000,3927,unknown,2012-11-13T13:51:26.783,2011-12-09T17:53:25.813,Mike Stone,3043,121,1,374,c#,What Are Some Good .NET Profilers?,100,,
No,5,0,,08/06/2008,100,3976,unknown,2015-11-15T13:15:20.733,2012-08-20T20:18:10.340,Gaius,50776,556,1,10,python,Programmatically talking to a Serial Port in OS X or Linux,10,,
Yes,5,0,,08/06/2008,100,3978,unknown,2015-12-14T19:53:32.090,2015-12-14T19:53:32.090,ChanChan,4595675,572,1,7,php,Multi-Paradigm Languages,10,,
Yes,15,0,,08/06/2008,100,4080,unknown,2014-04-29T06:05:47.530,2012-08-09T03:29:08.923,ChanChan,1288,235,1,84,java,What code analysis tools do you use for your Java projects?,10,,
Yes,15,0,,08/06/2008,100,4149,unknown,2016-02-07T17:35:56.403,2011-12-22T23:09:42.943,Vaibhav,845306,488,1,55,java,How do I use Java to read from a file that is actively being written?,10,,
Yes,5,0,,08/07/2008,100,4157,unknown,2013-01-09T05:35:47.617,2013-01-09T05:35:47.617,Chris Fournier,1471203,551,1,13,c#,ConfigurationManager.AppSettings Performance Concerns,10,,
No,5,0,,08/07/2008,100,4221,unknown,2016-02-07T17:32:31.760,2011-10-21T16:59:29.527,Steve M,925222,519,1,22,c#,LinqDataSource - Can you limit the amount of records returned?,10,,
Yes,15,0,,08/07/2008,100,4227,unknown,2015-11-06T20:43:20.107,2015-04-07T12:16:44.323,Ned Batchelder,2771704,91,1,86,c#,Accessing a Dictionary.Keys Key through a numeric index,100,,
Yes,5,0,,08/07/2008,100,4234,unknown,2013-05-16T10:11:04.493,2008-08-07T02:12:37.013,GateKiller,590,590,1,2,c#,What to use for Messaging with C#,10,,
Yes,5,0,,08/07/2008,100,4242,unknown,2014-01-30T23:26:36.633,2012-05-23T14:28:15.333,Ronnie,131433,122,1,34,java,Why doesn't Java autoboxing extend to method invocations of methods of the autoboxed types?,10,,
Yes,15,0,2008-08-30T05:55:40.000,08/07/2008,100,4306,unknown,2015-05-06T07:33:17.147,2014-12-15T18:39:39.990,Lance Roberts,839501,522,1,28,c++,What is the best way to create a sparse array in C++?,10,,
Yes,5,0,,08/07/2008,100,4335,unknown,2015-12-17T11:44:47.320,2015-12-17T11:44:47.320,Keith,5550041,20207,1,11,c#,High availability,10,,
Yes,5,0,,08/07/2008,100,4363,unknown,2011-12-23T11:03:15.000,2011-06-28T18:51:19.100,GateKiller,1288,396,1,28,c#,What is the best way to do unit testing for ASP.NET 2.0 web pages?,10,,
Yes,15,0,,08/07/2008,100,4369,unknown,2015-11-15T00:32:11.613,2013-04-21T05:22:08.947,Chris Fournier,1627086,264,1,68,php,How to include PHP files that require an absolute path?,50,,
Yes,5,0,,08/07/2008,100,4371,unknown,2016-02-07T14:35:30.520,,Mark Biek,0,131,1,90,mysql,How do I retrieve my MySQL username and password?,100,,
Yes,5,0,,08/07/2008,100,4430,unknown,2015-09-09T09:32:51.143,2013-01-29T12:53:38.437,JasonBunting,349,349,1,39,php,How to easily consume a web service from PHP,100,,
Yes,15,0,,08/07/2008,100,4432,unknown,2016-02-07T14:34:02.843,2016-02-07T14:30:15.983,Chris Fournier,2921691,202,1,14,c#,CSV string handling,10,,
Yes,5,0,,08/07/2008,100,4545,unknown,2015-05-15T08:26:56.057,2015-05-01T18:20:38.390,dreftymac,1497596,383,1,37,html,What was the <XMP> tag used for?,10,,
Yes,5,0,,08/07/2008,100,4556,unknown,2013-10-17T19:44:11.380,2013-10-17T19:44:11.380,Chris Fournier,2000557,383,1,2,c#,DataTable Loop Performance Comparison,10,,
Yes,5,0,,08/07/2008,100,4610,unknown,2014-12-16T18:35:32.947,2014-12-16T18:35:32.947,marxidad,314291,383,1,10,c#,How can I create Prototype Methods (like JavaScript) in C#.Net?,10,,
Yes,5,0,,08/07/2008,100,4612,unknown,2016-02-07T14:29:25.583,2008-08-07T12:44:47.707,Mark Biek,608,608,1,10,c#,CSharpCodeProvider Compilation Performance,10,,
Yes,15,0,,08/07/2008,100,4629,unknown,2016-02-07T14:25:31.090,2014-09-06T20:44:26.200,Ronnie,2246344,384,1,56,c#,How can I read the properties of a C# class dynamically?,10,,
Yes,5,0,,08/07/2008,100,4630,unknown,2011-11-07T17:35:00.647,,Shog9,0,287,1,6,java,"How can I Java webstart multiple, dependent, native libraries?",10,,
Yes,5,0,,08/07/2008,100,4664,unknown,2015-04-14T15:12:40.380,2014-04-30T07:36:49.150,splattne,648078,0,1,60,c#,Should the folders in a solution match the namespace?,10,,
Yes,5,0,,08/07/2008,100,4816,unknown,2013-05-01T16:38:15.217,2012-07-18T17:17:40.483,Chris Fournier,1453461,390,1,20,c#,How do you resolve a domain name to an IP address with .NET/C#?,10,,
No,5,0,,08/07/2008,100,4849,unknown,2011-09-09T09:51:48.833,2011-09-09T09:51:48.833,Steve M,213550,618,1,9,c#,Drag and Drop to a hosted Browser control,10,,
Yes,5,0,,08/07/2008,100,4850,unknown,2014-02-24T06:25:15.813,2014-02-24T06:25:15.813,Chris Fournier,2096990,41,1,14,c#,C# and Arrow Keys,10,,
No,5,0,,08/07/2008,100,4880,unknown,2010-05-21T08:27:07.290,2008-08-23T18:04:58.350,Mark Harrison,2134,323,1,19,html,"Is a ""Confirm Email"" input good practice when user changes email address?",10,,
Yes,5,0,,08/07/2008,100,4913,unknown,2012-07-19T04:59:08.277,2008-09-09T22:13:50.263,Chris Fournier,-1,626,1,26,c#,How to make a button appear as if it is pressed?,10,,
Yes,5,0,,08/07/2008,100,4922,unknown,2012-03-11T22:06:40.360,2012-03-11T22:06:40.360,Alex Miller,697449,670,1,17,java,Is this really widening vs autoboxing?,10,,
Yes,15,0,,08/07/2008,100,4923,unknown,2015-08-30T11:09:29.483,2013-03-08T14:35:47.750,Chris Fournier,1430996,666,1,34,html,Wrapping lists into columns,10,,
No,5,0,,08/07/2008,100,4930,unknown,2014-09-07T18:52:38.137,2009-04-25T11:23:54.043,Mark Biek,49246,668,1,11,c#,How to reference to multiple version assembly,10,,
Yes,5,0,,08/07/2008,100,4942,unknown,2015-09-29T15:18:37.607,2008-08-07T20:55:35.297,user257111,92,1384652,1,4,python,How to sell Python to a client/boss/person with lots of cash,10,,
Yes,5,0,,08/07/2008,100,4949,unknown,2010-03-17T21:09:37.787,2008-08-17T02:10:19.740,hop,55,673,1,19,php,Version control PHP Web Project,10,,
Yes,15,0,,08/07/2008,100,4973,unknown,2015-07-28T03:51:04.153,2015-04-14T21:15:12.613,Keith,1571407,404,1,21,html,Setting a div's height in HTML with CSS,100,,
Yes,5,0,,08/07/2008,100,5025,unknown,2014-11-25T20:55:37.550,2014-11-25T20:55:37.550,Chris,2641576,657,1,6,php,Locking a SQL Server Database with PHP,10,,
Yes,5,0,,08/07/2008,100,5075,unknown,2014-01-21T06:31:52.973,2008-08-07T18:14:48.400,Mendelt Siebenga,1384652,1384652,1,0,mysql,Bigger than a char but smaller than a blob,10,,
No,5,0,,08/07/2008,100,5102,unknown,2014-11-13T09:00:56.957,2012-07-24T18:15:03.187,John Millikin,1520981,556,1,11,python,How do you set up Python scripts to work in Apache 2.0?,10,,
Yes,5,0,,08/07/2008,100,5118,unknown,2013-10-28T14:44:12.750,2013-10-28T14:44:12.750,Nathan Bedford,1317805,5,1,15,html,How to set up a CSS switcher,10,,
Yes,5,0,,08/07/2008,100,5136,unknown,2013-12-24T16:37:38.887,2013-12-24T16:37:38.887,Ryan Fox,1714410,676,1,4,python,Does anyone have experience creating a shared library in MATLAB?,10,,
Yes,5,0,,08/07/2008,100,5179,unknown,2015-12-20T01:54:11.817,2015-12-20T01:54:11.817,Andy Lester,4099598,111,1,16,c#,How Do I Post and then redirect to an external URL from ASP.Net?,10,,
Yes,5,0,,08/07/2008,100,5194,unknown,2014-06-17T17:21:54.600,2014-06-17T17:21:54.600,Vaibhav,2246344,439,1,7,c#,When to use an extension method with lambda over LINQtoObjects to filter a collection?,10,,
Yes,5,0,,08/07/2008,100,5222,unknown,2015-07-25T13:10:57.280,2015-07-25T13:10:57.280,Jason Baker,507738,429,1,27,java,Accessing post variables using Java Servlets,50,,
Yes,5,0,,08/07/2008,100,5226,unknown,2011-09-09T02:34:05.423,2011-09-09T02:34:05.423,NXC,540162,383,1,3,html,HTML Comments Markup,10,,
Yes,15,0,,08/07/2008,100,5269,unknown,2012-05-24T12:30:53.223,2012-05-24T12:30:53.223,Jon Ericson,1288,357,1,10,c#,C# logic order and compiler behavior,10,,
Yes,5,0,,08/07/2008,100,5307,unknown,2012-04-25T15:12:44.533,2012-04-25T15:12:44.533,McDowell,1332690,398,1,3,c#,Print a Winform/visual element,10,,
No,15,0,,08/07/2008,100,5313,unknown,2012-05-25T09:09:28.030,2008-08-07T21:31:40.247,David McGraw,680,680,1,8,python,"Cross Platform, Language Agnostic GUI Markup Language?",10,,
No,15,0,,08/07/2008,100,5323,unknown,2013-01-27T13:03:59.880,2012-06-25T18:31:18.290,Gulzar,15168,556,1,17,css,Is there a business reason for striving for pure CSS layout?,10,,
Yes,5,0,,08/07/2008,100,5328,unknown,2014-11-06T03:39:06.700,2014-11-06T01:45:28.287,Haacked,1345224,122,1,24,java,Why can't I use a try block around my super() call?,10,,
Yes,5,0,,08/07/2008,100,5415,unknown,2014-11-27T01:29:53.697,,Leon Bambrick,0,680,1,16,python,Convert Bytes to Floating Point Numbers in Python,10,,
Yes,5,0,,08/07/2008,100,5419,unknown,2016-01-06T11:07:56.300,2016-01-06T11:07:56.300,Mark Harrison,610569,207,1,57,python,"Python, Unicode, and the Windows console",10,,
Yes,5,0,,08/07/2008,100,5425,unknown,2015-12-15T19:48:04.233,2008-09-09T21:13:45.073,Simon,-1,219,1,16,html,HTML comments break down,10,,
Yes,5,0,,08/07/2008,100,5459,unknown,2015-10-08T00:55:12.793,2008-08-23T16:06:01.740,Nigel Campbell,1190,117,1,5,php,Accessing a CONST attribute of series of Classes,10,,
Yes,5,0,,08/08/2008,100,5527,unknown,2008-09-12T20:27:48.340,,Kevin Fairchild,0,122,1,17,java,Is there a real benefit of using J#?,10,,
Yes,5,0,,08/08/2008,100,5611,unknown,2016-02-07T17:48:12.607,2016-02-07T17:48:12.607,Jeff Atwood,2921691,115,1,13,php,Better Random Generating PHP,10,,
Yes,15,0,,08/08/2008,100,5629,unknown,2011-08-20T08:55:04.513,,David,0,653,1,132,html,Any reason not to start using the HTML 5 doctype?,50,,
Yes,5,0,,08/08/2008,100,5694,unknown,2015-06-17T08:54:46.930,2015-06-17T08:54:46.930,TK,2307070,493,1,56,c#,"The imported project ""C:\Microsoft.CSharp.targets"" was not found",50,,
Yes,5,0,,08/08/2008,100,5706,unknown,2012-12-21T10:07:41.333,2012-12-21T10:07:41.333,Andreas H.R. Nilsson,849986,364,1,18,c#,When do Request.Params and Request.Form differ?,10,,
Yes,15,5,2010-01-13T14:01:00.703,08/08/2008,1000,5727,unknown,2015-02-25T17:04:17.813,2010-05-23T12:28:00.993,Peter Hession,193778,568,1,443,c++,What are the barriers to understanding pointers and what can be done to overcome them?,50,,
Yes,5,0,,08/08/2008,100,5787,unknown,2013-10-17T19:44:42.197,2013-10-17T19:44:42.197,Ash,2000557,383,1,52,c#,Tab Escape Character?,50,,
Yes,5,0,,08/08/2008,100,5831,unknown,2015-07-04T06:22:36.257,2015-07-04T06:22:36.257,Chris Fournier,64046,267,1,12,c#,Binary patch-generation in C#,10,,
Yes,5,0,,08/08/2008,100,5842,unknown,2009-09-12T14:04:24.460,,Chris Fournier,0,726,1,6,mysql,Issues using MS Access as a front-end to a MySQL database back-end?,10,,
Yes,5,0,,08/08/2008,100,5846,unknown,2014-01-21T06:31:12.500,2012-11-14T12:45:58.000,lubos hasko,257,1384652,1,11,mysql,Add 1 to a field,10,,
Yes,5,0,,08/08/2008,100,5855,unknown,2012-05-30T21:23:23.267,,Lane,0,728,1,4,java,Automate builds for Java RCP for deployment with JNLP,10,,
Yes,5,0,,08/08/2008,100,5863,unknown,2011-12-13T19:43:04.983,2011-12-13T19:43:04.983,Chris,76337,377,1,5,c#,WCF Service - Backward compatibility issue,10,,
Yes,5,0,,08/08/2008,100,5872,unknown,2015-05-07T15:29:54.283,2015-05-07T15:29:54.283,Chris,1362287,58,1,3,php,Making a production build of a PHP project with Subversion,10,,
Yes,5,0,,08/08/2008,100,5892,unknown,2015-12-21T15:54:18.960,2015-12-21T15:54:18.960,EnderMB,5348281,342,1,4,c++,Link issues (VC6),10,,
Yes,5,0,,08/08/2008,100,5894,unknown,2013-05-09T21:14:08.127,2013-01-09T06:33:27.413,Chris Fournier,1471203,733,1,13,c#,Genealogy Tree Control,10,,
Yes,5,0,,08/08/2008,100,5909,unknown,2014-08-26T09:31:46.327,2013-07-06T01:43:48.180,Jeff Atwood,498705,394,1,23,python,Get size of a file before downloading in Python,10,,
Yes,5,0,,08/08/2008,100,5966,unknown,2012-10-29T20:55:28.867,2008-08-25T12:56:23.927,brian d foy,2134,745,1,7,python,Best way to abstract season/show/episode data,10,,
Yes,5,0,,08/08/2008,100,6173,unknown,2012-09-05T16:22:08.287,2009-11-22T09:15:50.780,Mark Biek,20938,322,1,9,html,Regular expression for parsing links from a webpage?,10,,
Yes,5,0,,08/08/2008,100,6184,unknown,2012-05-30T21:57:58.433,2008-09-26T12:07:51.510,Gaius,7671,756,1,23,c#,How do I make event callbacks into my win forms thread safe?,10,,
Yes,5,0,,08/08/2008,100,6208,unknown,2009-08-21T23:52:30.220,2008-08-09T13:23:17.230,Vaibhav,257,257,1,4,css,FF3 WinXP != FF3 Ubuntu - why?,10,,
Yes,5,0,,08/08/2008,100,6222,unknown,2015-11-30T00:48:34.950,2008-10-11T14:41:37.377,epatel,15352,235,1,6,java,Eclipse on win64,10,,
Yes,5,0,,08/08/2008,100,6301,unknown,2015-07-22T11:33:52.733,2015-05-01T14:58:56.277,chills42,4818540,56,1,65,c#,"Why is Array.Length an int, and not an uint",10,,
Yes,5,0,,08/08/2008,100,6325,unknown,2016-01-05T21:24:50.133,2013-10-10T15:15:32.633,Dylan Johnston,63550,56,1,75,c#,Why are unsigned int's not CLS compliant?,10,,
Yes,5,0,,08/08/2008,100,6326,unknown,2014-04-30T07:39:22.627,2014-04-30T07:39:22.627,Scott Cowan,648078,722,1,7,css,Haml: how do I set a dynamic class value?,10,,
Yes,5,0,,08/08/2008,100,6340,unknown,2016-01-11T08:24:24.973,2013-11-03T05:06:52.803,Chris Fournier,2040040,58,1,5,mysql,Multiple foreign keys?,10,,
Yes,15,0,2009-01-31T20:51:15.907,08/08/2008,100,6371,unknown,2016-01-27T11:00:16.730,2011-10-18T13:56:08.697,Chris Fournier,496830,763,1,132,mysql,"How do you manage databases in development, test, and production?",10,,
Yes,5,0,,08/08/2008,100,6392,unknown,2016-02-07T18:06:11.540,2016-02-07T18:06:11.540,Jeff Atwood,2921691,122,1,18,java,Java Time Zone is messed up,10,,
Yes,5,0,,08/08/2008,100,6406,unknown,2016-02-11T09:54:13.050,2016-02-11T09:54:13.050,Jeff Atwood,3026283,576,1,9,c#,How to access .Net element on Master page from a Content page?,10,,
Yes,15,0,,08/08/2008,100,6414,unknown,2016-02-07T18:04:54.087,2012-07-04T12:50:26.680,Gortok,67249,357,1,425,c#,C# loop - break vs. continue,100,,
Yes,5,0,,08/08/2008,100,6441,unknown,2016-02-10T16:03:00.227,2014-01-10T15:49:25.420,Stu Thompson,2824961,232,1,6,html,How can I enable disabled radio buttons?,10,,
Yes,15,0,,08/09/2008,100,6557,unknown,2013-01-27T13:29:04.023,2012-09-27T04:25:55.163,FryHard,512251,797,1,63,c#,"In C#, why can't a List<string> object be stored in a List<object> variable",50,,
Yes,5,0,,08/09/2008,100,6594,unknown,2011-05-02T00:36:06.480,,benefactual,0,796,1,8,php,PHP4 to PHP5 Migration,10,,
Yes,15,0,,08/09/2008,100,6612,unknown,2015-10-18T15:17:01.160,2015-10-18T15:17:01.160,Lance Roberts,4370109,27687,1,32,java,Are there any decent free Java data plotting libraries out there?,10,,
Yes,5,0,,08/09/2008,100,6623,unknown,2016-02-07T18:02:26.827,2016-02-07T18:02:26.827,Chris Fournier,2921691,361,1,4,c#,sgen.exe fails during build,10,,
Yes,5,0,,08/09/2008,100,6628,unknown,2016-02-07T18:01:42.423,2011-05-01T09:56:40.620,lomaxx,492203,103,1,16,php,"PHP array indexing: $array[$index] vs $array[""$index""] vs $array[""{$index}""]",10,,
Yes,5,0,,08/09/2008,100,6633,unknown,2011-11-13T13:50:30.593,2011-11-13T13:50:30.593,Michael Stum,367456,796,1,9,php,Making code work with register_globals turned off,10,,
No,5,0,,08/09/2008,100,6639,unknown,2016-02-07T18:00:58.917,2014-01-30T07:11:29.327,Jeff Atwood,1737819,816,1,48,java,How should I load files into my Java application?,50,,
Yes,15,0,,08/09/2008,100,6658,unknown,2015-09-01T23:27:26.103,2014-11-25T07:32:55.793,Nigel Campbell,1245337,782,1,82,java,Junit vs TestNG,10,,
Yes,5,0,,08/09/2008,100,6681,unknown,2014-09-07T19:07:13.173,2014-09-07T19:07:13.173,Greg Hurlman,2246344,832,1,6,c#,"ASP.NET Web Service Results, Proxy Classes and Type Conversion",10,,
Yes,5,0,,08/09/2008,100,6765,unknown,2010-11-04T07:17:05.780,2010-11-04T07:17:05.780,Justin Standard,13302,837,1,8,java,Java + SQL Server - a viable solution?,10,,
Yes,15,0,,08/09/2008,100,6785,unknown,2016-02-07T18:00:17.553,2010-06-09T17:51:18.210,Teifion,20774,493,1,118,c#,Is String.Format as efficient as StringBuilder,10,,
Yes,5,0,,08/09/2008,100,6816,unknown,2013-12-23T08:14:44.977,2013-12-23T08:14:44.977,Nigel Campbell,814074,797,1,61,java,Class file name must end with .class exception in Java Search,10,,
Yes,5,0,,08/09/2008,100,6890,unknown,2015-08-31T16:32:46.713,2014-09-07T19:02:48.317,Mark Harrison,2246344,636,1,5,c#,How to wait for thread complete before continuing?,10,,
Yes,5,0,,08/09/2008,100,6904,unknown,2016-02-07T17:56:38.603,2016-02-07T17:56:38.603,OysterD,2921691,631,1,1,c#,Getting DirectoryNotFoundException when trying to Connect to Device with CoreCon API,10,,
Yes,15,0,,08/09/2008,100,6915,unknown,2012-07-03T14:56:23.780,2011-10-20T07:35:25.127,Avenger546,889260,755,1,29,c++,Thread safe lazy construction of a singleton in C++,10,,
Yes,5,0,,08/10/2008,100,6973,unknown,2014-08-02T13:45:43.490,2014-08-02T13:45:43.490,Greg Hurlman,96982,752,1,7,c#,Invalid Resource File,10,,
Yes,5,0,,08/10/2008,100,7015,unknown,2008-09-26T12:05:37.613,2008-09-26T12:05:37.613,Justin Standard,7671,493,1,5,c#,Multicore Text File Parsing,10,,
Yes,5,0,,08/10/2008,100,7031,unknown,2016-02-07T18:13:16.193,2015-12-14T06:02:31.847,Nigel Campbell,4435670,876,1,8,php,Login Script with hidden buttons,10,,
Yes,5,0,2013-11-26T13:29:23.740,08/10/2008,1000,7034,unknown,2015-11-03T16:48:35.620,2015-07-17T06:36:17.760,cmcculloh,50049,404,1,528,jquery,Graph visualization library in JavaScript,100,,
Yes,15,0,2012-10-04T10:37:21.247,08/10/2008,1000,7074,unknown,2016-02-22T11:02:09.603,2015-09-19T16:00:29.860,Steve Willard,4995522,571,1,3225,c#,What's the difference between String and string?,100,,
Yes,15,5,2011-06-18T14:09:12.967,08/10/2008,1000,7089,unknown,2016-01-14T18:20:09.497,2015-05-18T17:05:46.450,Josh Kodroff,1497596,889,1,223,css,Creating rounded corners using CSS,50,,
Yes,5,0,,08/10/2008,100,7095,unknown,2016-02-07T18:11:50.337,,sparkes,0,373,1,182,c#,Is the C# static constructor thread safe?,10,,
Yes,15,0,,08/10/2008,100,7170,unknown,2011-01-26T12:16:52.370,2009-06-10T17:49:26.607,modesty,56285,916,1,38,python,Recommendation for straight-forward python frameworks,10,,
Yes,5,0,,08/10/2008,100,7209,unknown,2011-09-19T07:27:45.883,2008-10-22T10:26:12.143,Graeme Perrow,1599,209,1,5,c++,Alpha blending sprites in Nintendo DS Homebrew,10,,
No,5,0,,08/10/2008,100,7211,unknown,2012-12-14T02:00:38.803,2009-03-01T00:08:52.520,Michiel de Mare,57752,916,1,13,mysql,What's the best way of converting a mysql database to a sqlite one?,10,,
Yes,5,5,,08/10/2008,100,7244,unknown,2016-03-02T12:43:39.563,2016-03-02T12:43:39.563,Matt S,905,905,1,65,c#,Anyone know a good workaround for the lack of an enum generic constraint?,10,,
Yes,5,0,,08/10/2008,100,7269,unknown,2008-09-06T21:12:21.107,,nickf,0,931,1,3,java,How can I identify in which Java Applet context I'm running without passing an ID?,10,,
Yes,5,0,,08/10/2008,100,7291,unknown,2016-02-03T22:45:26.640,2016-02-03T22:45:26.640,Atrophius,2714730,573,1,5,java,Any good java source code analyzing and modifying libraries?,10,,
Yes,15,0,,08/10/2008,100,7364,unknown,2014-09-09T10:29:43.167,,Leon Bambrick,0,277,1,53,php,PDF Editing in PHP?,50,,
Yes,5,0,,08/10/2008,100,7367,unknown,2014-04-30T07:40:38.650,2014-04-30T07:40:38.650,Adam Mitz,648078,945,1,7,c#,"Visual Studio - new ""default"" property values for inherited controls",10,,
No,5,0,,08/11/2008,100,7470,unknown,2008-10-14T15:50:25.007,2008-08-23T17:25:15.840,Oli,2134,150,1,0,php,RSS feeds from Gallery2,10,,
Yes,15,0,,08/11/2008,100,7477,unknown,2016-02-13T00:56:16.607,2016-02-13T00:52:55.900,Stu Thompson,63550,841,1,97,html,Autosizing textarea using Prototype,50,,
Yes,5,0,,08/11/2008,100,7489,unknown,2016-02-07T18:07:20.857,2016-02-07T18:07:20.857,mauriciopastrana,2921691,813,1,4,c++,How do I make a GUI?,10,,
Yes,5,0,,08/11/2008,100,7503,unknown,2016-02-07T18:06:50.830,2008-08-11T04:07:29.787,Grant,234,234,1,9,c#,Linq to objects - select first object,10,,
